DBA_Name,Facility_Type,Risk,Address,State,Zip,Inspection_Type,Latitude,Longitude,Results
ROSATI'S PIZZA,Restaurant,Risk 1 (High),5905 S ARCHER AVE ,IL,60638.0,Canvass Re-Inspection,41.79549579743945,-87.76305713691046,Pass
STK CHICAGO,Restaurant,Risk 1 (High),9 W KINZIE ST ,IL,60654.0,Canvass,41.889137270565854,-87.62843005984259,Pass w/ Conditions
YANGOS GRILL FAMILY OWNED SINCE 1986,Restaurant,Risk 1 (High),2845 N Broadway ,IL,60657.0,License,41.933981414324045,-87.6442622020541,Fail
"LOS TACOS EXPRESS, INC",Restaurant,Risk 1 (High),3742 W MONTROSE AVE ,IL,60618.0,Canvass,41.96112751286245,-87.72223919023666,Fail
"LLOYDS LOUNGE, INC.",Liquor,Risk 3 (Low),6046 S RACINE AVE ,IL,60636.0,Complaint,41.78367273729985,-87.65475216429716,Fail
STARBUCKS HK APEX,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,IL,60666.0,Canvass,42.00875076599798,-87.9068741340011,Pass
ELEVATED NOURISHMENT,Restaurant,Risk 1 (High),1647 N WELLS ST ,IL,60614.0,License,41.91252211788936,-87.63460539376686,Fail
FRIENDS SUSHI,Restaurant,Risk 1 (High),710 N RUSH ST ,IL,60611.0,Canvass Re-Inspection,41.89532082029217,-87.62562009892783,Pass
THE TAMALE LADY,Restaurant,Risk 1 (High),2021 W CERMAK RD ,IL,60608.0,License Re-Inspection,41.85205177702522,-87.67672125249806,Fail
KOHOKU-KU RAMEN CHICAGO,Restaurant,Risk 1 (High),1136 W THORNDALE AVE ,IL,60660.0,License,41.990135796294425,-87.65977097752457,Pass
MOON FLOWER HOUSE,Restaurant,Risk 1 (High),2300 S ARCHER AVE ,IL,60616.0,Canvass,41.851027390659326,-87.63889347986994,Pass w/ Conditions
CHINA DRAGON 18TH ST,Restaurant,Risk 1 (High),1737 W 18TH ST ,IL,60608.0,Complaint Re-Inspection,41.857627010941904,-87.67020681590272,Pass
IMMACULATE CONCEPTION,School,Risk 1 (High),8739 S EXCHANGE AVE ,IL,60617.0,Canvass Re-Inspection,41.73619954540329,-87.55264455369915,Fail
KENTUCKY FRIED CHICKEN,Restaurant,Risk 1 (High),6040 S ARCHER AVE ,IL,60638.0,Canvass,41.79492477703089,-87.76825782250441,Pass
FELT,Liquor,Risk 3 (Low),2317 N MILWAUKEE AVE ,IL,60647.0,License Re-Inspection,41.923434583824296,-87.69797914517834,Pass
TWINSPOT,Grocery Store,Risk 2 (Medium),447 E 63RD ST ,IL,60637.0,License,41.780161576495935,-87.61380513050852,Pass
GOODTIMES BREWERY,Restaurant,Risk 1 (High),3827 N BROADWAY ,IL,60613.0,License,41.95203320397985,-87.64948410673362,Pass w/ Conditions
COZY CORNER RESTAURANT,Restaurant,Risk 1 (High),6349-6353 N CLARK ST ,IL,60660.0,Complaint,41.997666262610586,-87.67033501550263,Fail
FAT SHACK,Restaurant,Risk 1 (High),2140 N CLYBOURN AVE ,IL,60614.0,Canvass,41.92004416971896,-87.66242978176105,Pass w/ Conditions
SUBWAY,Restaurant,Risk 1 (High),6044 S WESTERN AVE ,IL,60636.0,Canvass,41.783395799727046,-87.68390217004675,Pass
CELINA DELI,Grocery Store,Risk 1 (High),5089 S ARCHER AVE ,IL,60632.0,Canvass,41.80081404526975,-87.72840968293507,Pass w/ Conditions
SEAFOOD SHACK & STEAK MARKET ON STONY INC.,Restaurant,Risk 1 (High),7005 S STONY ISLAND AVE ,IL,60649.0,Canvass,41.767690177427895,-87.58581696689619,Fail
ORION RESTAURANT,Restaurant,Risk 1 (High),5772 S ARCHER AVE ,IL,60638.0,Canvass,41.79660858654975,-87.75732384370508,Fail
TUTTO FRESCO,Restaurant,Risk 1 (High),2901 N ASHLAND AVE ,IL,60657.0,Canvass,41.93427577401413,-87.66831645215952,Pass
LITTLE MINDS DAYCARE CENTER,Daycare Above and Under 2 Years,Risk 1 (High),4726 W MADISON ST ,IL,60644.0,License,41.88062243509914,-87.7439421202713,Fail
POPEYE'S #831,Restaurant,Risk 1 (High),1959 W HOWARD ST ,IL,60626.0,Recent Inspection,42.0193331123976,-87.68002153080553,Pass w/ Conditions
ZOOTS,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,IL,60666.0,Canvass,42.00875076599798,-87.9068741340011,Pass
"KC'S ACADEMY OF EARLY CHILDHOOD EDUCATION, INC",Daycare Above and Under 2 Years,Risk 1 (High),3110 N SHEFFIELD AVE ,IL,60657.0,Canvass,41.93842674063545,-87.65420203147255,Pass
TARGET STORE - 1879,Restaurant,Risk 2 (Medium),4433 S PULASKI RD ,IL,60632.0,Canvass,41.81237471032652,-87.72360840377355,Pass
NEW CHINA RESTAURANT INC.,Restaurant,Risk 1 (High),2438 W DIVISION ST ,IL,60622.0,Complaint,41.90311148558831,-87.68849160259698,Pass w/ Conditions
CHILDRENS LEARNING PLACE,Daycare Above and Under 2 Years,Risk 1 (High),3111-3135 W FULLERTON AVE ,IL,60647.0,License,41.92462836192266,-87.7051242241362,Pass
"BRYN MAWR CARE, INC.",Long Term Care,Risk 1 (High),5547 N KENMORE AVE ,IL,60640.0,Canvass,41.983252116437455,-87.65645479912388,Pass
DAMEN FUEL,GROCERY STORE/GAS STATION,Risk 3 (Low),7050 S DAMEN AVE ,IL,60636.0,License Re-Inspection,41.76510261000395,-87.67368736760571,Pass
A-ZMALL WORLD CHILD DEVELOPMENT CENTER,Daycare (2 - 6 Years),Risk 1 (High),2629 S LAWNDALE AVE ,IL,60623.0,License Re-Inspection,41.84346389123191,-87.71705500300543,Pass
PENELOPE'S VEGAN TAQUERIA #2,Restaurant,Risk 1 (High),5204 N CLARK ST ,IL,60640.0,Canvass,41.97635748112271,-87.66856777865902,Pass
CHICAGO OYSTER HOUSE,Restaurant,Risk 1 (High),1933 S INDIANA AVE ,IL,60616.0,Complaint,41.855682931700365,-87.62213496913485,Pass
"WENDY'S PROPERTIES,LLC",Restaurant,Risk 1 (High),8645 S STONY ISLAND AVE ,IL,60617.0,Complaint Re-Inspection,41.73740694106814,-87.58506914027944,Pass
"SIP & SAVOR 47TH, INC.",Restaurant,Risk 2 (Medium),78 E 47TH ST ,IL,60653.0,Canvass,41.80939584229522,-87.62291957869785,Pass
SUBWAY,Restaurant,Risk 1 (High),5357 N LINCOLN AVE ,IL,60625.0,Canvass Re-Inspection,41.97941114420321,-87.69254008306778,Pass
MCDONALD'S,Restaurant,Risk 2 (Medium),23 N WESTERN AVE ,IL,60612.0,Complaint,41.88191446012137,-87.6863038518981,Pass
OGGI TRATTORIA,Restaurant,Risk 1 (High),1461 W CHICAGO AVE ,IL,60642.0,License,41.89600397472247,-87.66470128062727,Fail
PORTILLO'S HOT DOGS,Restaurant,Risk 1 (High),3343 W ADDISON ST ,IL,60618.0,Complaint,41.94646779599633,-87.7120240970669,Pass
MERCY HOME FOR BOYS AND GIRLS,School,Risk 1 (High),1140 W Jackson BLVD ,IL,60607.0,Canvass,41.87791559996099,-87.65621646106639,Pass
LORETTO HOSPITAL,Hospital,Risk 1 (High),645 S CENTRAL AVE ,IL,60644.0,Canvass,41.87208576989947,-87.76443034735554,Fail
JIAO,Restaurant,Risk 1 (High),18 S WABASH AVE ,IL,60603.0,Complaint,41.88162516725497,-87.62634607877138,Pass w/ Conditions
BOB'S PIZZA,Restaurant,Risk 1 (High),1659 W 21st ST ,IL,60608.0,Canvass,41.85399985717432,-87.66845450091006,Pass w/ Conditions
KOMOREBI,Restaurant,Risk 1 (High),1324 N MILWAUKEE AVE ,IL,60622.0,Complaint,41.90570956925753,-87.67039084096871,Pass w/ Conditions
Standard Bar & Grill,Restaurant,Risk 1 (High),1332 N MILWAUKEE AVE ,IL,60622.0,Canvass Re-Inspection,41.905884720172246,-87.67066508510807,Pass w/ Conditions
ROSATI'S PIZZA,Restaurant,Risk 1 (High),5544 N MILWAUKEE AVE ,IL,60630.0,Canvass,41.98258310472735,-87.77422708745796,Fail
CAFE COCO LATTE LLC,Restaurant,Risk 2 (Medium),845 N MICHIGAN AVE ,IL,60611.0,License,41.898079920503314,-87.6239457056618,Fail
GOBBLE DOGGS,Restaurant,Risk 2 (Medium),440 S LA SALLE ST ,IL,60605.0,Canvass,41.87588847004054,-87.63188472119873,Fail
REACH FOR THE STARS CHILDCARE ACADEMY INC,Children's Services Facility,Risk 1 (High),4432 W MADISON ST ,IL,60624.0,Canvass,41.88070551785562,-87.73681778201866,Pass
MILLENNIUM HALL CASA BONITA,Restaurant,Risk 1 (High),11 N MICHIGAN AVE ,IL,60602.0,Canvass,41.88238074088729,-87.62422863136194,Pass w/ Conditions
CITY WINERY CHICAGO,RIVERWALK,Risk 2 (Medium),11 W RIVERWALK SOUTH ,IL,60601.0,Complaint,41.886949969380176,-87.62836812398147,Pass w/ Conditions
SEE THRU CHINESE RESTAURANT,Restaurant,Risk 1 (High),800 N KEDZIE AVE ,IL,60651.0,Canvass,41.89561531354531,-87.70670532510552,Pass w/ Conditions
MARIANO'S #8538,Grocery Store,Risk 1 (High),3030 N BROADWAY ,IL,60657.0,Complaint,41.93733843730944,-87.64445647150518,Pass w/ Conditions
HAMACHI,Restaurant,Risk 1 (High),2801 W HOWARD ST ,IL,60645.0,Canvass,42.01921374226996,-87.6997031627358,Pass
SUPERMERCADO MARTIN,Grocery Store,Risk 1 (High),5155-5159 W ADDISON ST ,IL,60641.0,Canvass,41.94589510086973,-87.75664585225653,Pass
EVETTE'S SHEFFIELD LLC,Restaurant,Risk 1 (High),2807 N SHEFFIELD AVE ,IL,60657.0,License,41.932874632796434,-87.65372052069962,Fail
ROLLAPALOOZA,Restaurant,Risk 1 (High),3344 N HALSTED AVE ,IL,60657.0,Canvass,41.943129840174606,-87.6495116883914,Fail
HUGO'S FROG BAR,Restaurant,Risk 1 (High),1024 N RUSH ST ,IL,60611.0,Complaint,41.90138463492662,-87.62796360567829,Pass
MED KITCHEN,Restaurant,Risk 1 (High),219 W WASHINGTON ST ,IL,60606.0,Canvass,41.88309982991982,-87.63443384120028,Pass w/ Conditions
UPTOWN CARE AND REHABILITATION CENTER,Long Term Care,Risk 1 (High),4920 N KENMORE AVE ,IL,60640.0,Canvass,41.97220050312064,-87.65644765047863,Pass
VALERIO'S TROPICAL BAKESHOP,Bakery,Risk 1 (High),5033 N ELSTON AVE ,IL,60630.0,Canvass Re-Inspection,41.97234928256036,-87.74682508578468,Pass
CHICAGO BEST BURRITO,Restaurant,Risk 1 (High),3801 W CHICAGO AVE ,IL,60651.0,Complaint,41.89530273536019,-87.7212510670462,Fail
ARZAN MARKET & CAFE,Restaurant,Risk 1 (High),4702 N KIMBALL AVE ,IL,60625.0,Canvass Re-Inspection,41.96672764378098,-87.7134599424416,Pass
STARBUCKS COFFEE #26368,Restaurant,Risk 2 (Medium),3030 N BROADWAY ,IL,60657.0,Complaint,41.93733843730944,-87.64445647150518,Pass
LAS ISLAS MARIAS,Restaurant,Risk 1 (High),3243 N PULASKI RD ,IL,60641.0,Canvass,41.94034702113589,-87.7270711304646,Pass
HOST INTERNATIONAL INC-PRAIRIE TAP,Restaurant,Risk 1 (High),11601 W TOUHY AVE ,IL,60666.0,Short Form Complaint,42.00875076599798,-87.9068741340011,Pass
TACO BURRITO KING,Restaurant,Risk 1 (High),5501 N HARLEM AVE ,IL,60656.0,Recent Inspection,41.981149750498034,-87.8068092983915,Pass
DOMINOS,Restaurant,Risk 2 (Medium),5410 W DEVON AVE ,IL,60646.0,Canvass Re-Inspection,41.99743791297656,-87.76424485570789,Pass
BISTRO ASCIONE,Restaurant,Risk 1 (High),1500 E 55TH ST ,IL,60615.0,Complaint,41.79531041368725,-87.58917027740624,Pass w/ Conditions
GORDITAS COLOTLAN NINAS & CHRIS CHRIS LLC,Restaurant,Risk 1 (High),2462 S BLUE ISLAND AVE ,IL,60608.0,Short Form Complaint,41.84767720039133,-87.67831668219681,Fail
LOU MALNATI'S PIZZERIA,Restaurant,Risk 1 (High),1235 W RANDOLPH ST ,IL,60607.0,Canvass,41.88411357669396,-87.6580816735995,Pass
"GREAT WALL ASIAN BISTRO, INC.",Restaurant,Risk 1 (High),6748 N Sheridan RD ,IL,60626.0,Canvass,42.004991834339926,-87.66101659008797,Pass
SEE THRU CHINESE KITCHEN,Restaurant,Risk 1 (High),6700 S STONY ISLAND AVE ,IL,60649.0,Complaint,41.77329289585066,-87.58644236831431,Pass
POTBELLY SANDWICH WORKS,Restaurant,Risk 1 (High),8300 S HOLLAND RD ,IL,60620.0,Canvass,41.74342733305664,-87.63218113202456,Pass
Checkers,Restaurant,Risk 1 (High),4320 W NORTH AVE ,IL,60639.0,License,41.909887590812296,-87.73460202240273,Pass
LA COSTA,Restaurant,Risk 1 (High),3119-3121 N CENTRAL AVE ,IL,60634.0,Complaint Re-Inspection,41.93735506983236,-87.7663074453968,Fail
ALLISON'S INFANT & TODDLER CENTER,Daycare Above and Under 2 Years,Risk 1 (High),5522 S RACINE AVE ,IL,60636.0,License,41.79307177904735,-87.65499418422684,Pass
NORTH BURGERS AND HOTDOGS,Restaurant,Risk 1 (High),5101 W NORTH AVE ,IL,60639.0,Complaint,41.9094201110133,-87.75355027693405,Pass
FIRST START CHILDCARE ACADEMY,Daycare Above and Under 2 Years,Risk 1 (High),5700 S ASHLAND AVE ,IL,60636.0,License,41.79029497045878,-87.66463500143749,Pass
CULVER'S OF CHICAGO RAVENSWOOD,Restaurant,Risk 2 (Medium),1819 W MONTROSE AVE ,IL,60613.0,Complaint,41.96139511996696,-87.67520800625934,Fail
WALMART NEIGHBORHOOD MARKET #3110,Grocery Store,Risk 1 (High),7535 S ASHLAND AVE ,IL,60620.0,Canvass,41.75654541412582,-87.66344385285191,Pass
SOCIETY 2201,Restaurant,Risk 1 (High),2201 W WALNUT ST ,IL,60612.0,Canvass,41.88567164152838,-87.681772232807,Pass
TACOTLAN,Restaurant,Risk 1 (High),4312 W FULLERTON AVE ,IL,60639.0,Complaint,41.92449956081487,-87.73465292886841,Pass
HAVANA GRILL,Restaurant,Risk 1 (High),412 N CLARK ST ,IL,60654.0,Canvass,41.889687276519815,-87.63121909812021,Pass w/ Conditions
Kozminski,School,Risk 1 (High),936 E 54th St (5400S) ,IL,60615.0,Canvass Re-Inspection,41.79802949707695,-87.60246286753599,Fail
Chipotle Mexican Grill,Restaurant,Risk 1 (High),2640 N NARRAGANSETT AVE ,IL,60639.0,Canvass,41.9285627310716,-87.7857711640629,Pass w/ Conditions
Clay,School,Risk 1 (High),13231 S Burley (3234E) ,IL,60633.0,Canvass,41.65455936836232,-87.54457700292265,Fail
HYATT HOUSE/HYATT PLACE AND FOOD CT,HOTEL,Risk 1 (High),1835 W HARRISON ST ,IL,60612.0,Canvass,41.87398795331432,-87.67299740933659,Fail
KRUNG THEP THAI CUISINE,Restaurant,Risk 1 (High),3205 N HALSTED ST ,IL,60657.0,Complaint,41.940146235765575,-87.64912448509256,Pass w/ Conditions
IMMACULATE CONCEPTION,School,Risk 1 (High),8739 S EXCHANGE AVE ,IL,60617.0,Canvass Re-Inspection,41.73619954540329,-87.55264455369915,Fail
PICK ME UP CAFE,Restaurant,Risk 1 (High),4882 N CLARK ST ,IL,60640.0,Canvass,41.9712798856542,-87.66791542761221,Pass
PRINCETON APARTMENTS GOLDEN DINER,Golden Diner,Risk 1 (High),4250 S PRINCETON ,IL,60609.0,Canvass,41.81667584360172,-87.63370847608431,Pass
"CONE, LLC",Restaurant,Risk 2 (Medium),1051 W MADISON ST ,IL,60607.0,Canvass,41.88156706510676,-87.65401751887758,Pass w/ Conditions
EL GRAN BURRITO EXPRESS #2,Restaurant,Risk 1 (High),1907 W 87TH ST ,IL,60620.0,Canvass,41.73557827472529,-87.67078075079954,Pass
CAFE NORDSTROM,Restaurant,Risk 1 (High),55 E GRAND AVE ,IL,60611.0,Canvass,41.89159074108351,-87.62586713724458,Pass w/ Conditions
SABORCITO ECUATORIANO,Restaurant,Risk 1 (High),3536 W LAWRENCE AVE ,IL,60625.0,Complaint,41.96847045808442,-87.71733141454806,Fail
CHARTWELLS,CHARTER SCHOOL,Risk 1 (High),1434 W AUGUSTA BLVD ,IL,60642.0,Canvass,41.89987531745774,-87.66383540125675,Pass
LA BAGUETTE BAKERY,Restaurant,Risk 2 (Medium),5857 S KEDZIE AVE ,IL,60629.0,Complaint,41.78639755002676,-87.70320568633966,Pass
AFC Sushi @ Tony's Finer Foods #1667,Grocery Store,Risk 1 (High),5630 W BELMONT AVE ,IL,60634.0,Canvass,41.938669321442646,-87.76777554340843,Pass
GRAND PALACE,Restaurant,Risk 1 (High),225 W 26TH ST ,IL,60616.0,Canvass,41.845404969547246,-87.63291565704061,Pass
ARMITAGE PRODUCE INC,Grocery Store,Risk 1 (High),2007 N KIMBALL AVE ,IL,60647.0,Canvass,41.91756241889966,-87.7117551086784,Pass
SEASHELL,Restaurant,Risk 2 (Medium),3944 W ROOSEVELT RD ,IL,60624.0,Complaint Re-Inspection,41.86629065519555,-87.72456177467829,Pass w/ Conditions
AUGUSTUS TOLTON CATHOLIC ACADEMY,School,Risk 1 (High),7120 S CALUMET AVE ,IL,60619.0,Canvass Re-Inspection,41.765018396014426,-87.61699883664217,Fail
CARDONA'S,Restaurant,Risk 1 (High),3537 W LAWRENCE AVE ,IL,60625.0,Canvass,41.96825094865302,-87.71732730641341,Pass
ROTI MEDITERRANEAN GRILL,Restaurant,Risk 1 (High),33 N DEARBORN ST ,IL,60602.0,Canvass Re-Inspection,41.88280622661767,-87.6292814956831,Pass
WESTSIDE CONVENIENCE AND PLUS INC.,Grocery Store,Risk 2 (Medium),3952 W MONROE ST ,IL,60624.0,Canvass Re-Inspection,41.8798749138472,-87.7252903599048,Pass
BP,Grocery Store,Risk 3 (Low),5200-5210 W ADDISON ST ,IL,60641.0,License,41.94610866384368,-87.75704702770967,Pass w/ Conditions
ST. DANIEL THE PROPHET,School,Risk 1 (High),5337 S NATOMA AVE ,IL,60638.0,Canvass,41.79485633637961,-87.78784398186285,Fail
"HOME OF THE HOAGY,INC",Restaurant,Risk 1 (High),1316 W 111TH ST ,IL,60643.0,Canvass,41.69231135890114,-87.6552682468684,Fail
Wendy's,Restaurant,Risk 1 (High),9843 S WESTERN AVE ,IL,60643.0,Canvass,41.71421193159268,-87.68170937080606,Pass
RAGADAN,Restaurant,Risk 1 (High),4409 N BROADWAY ,IL,60640.0,Canvass,41.96210413223746,-87.65520382960335,Pass
BIGSUDA YS LLC,Restaurant,Risk 1 (High),1362 N MILWAUKEE AVE ,IL,60622.0,Canvass,41.90646718175949,-87.67157369153819,Pass
PAVILION OF SOUTH SHORE,Long Term Care,Risk 1 (High),7750 S SOUTH SHORE DR ,IL,60649.0,Complaint,41.75584937590128,-87.55238473905503,Fail
Prosser Voc. (H/S),School,Risk 1 (High),2148 N Long ,IL,60639.0,Canvass,41.920036130137774,-87.76108432085182,Fail
Subway Sandwiches,Restaurant,Risk 1 (High),808 W JACKSON BLVD ,IL,60607.0,Canvass,41.87805084013579,-87.64765376442949,Fail
TARANTINO'S,Restaurant,Risk 1 (High),1112 W ARMITAGE AVE ,IL,60614.0,Complaint,41.91817961305914,-87.65585983747225,Fail
EVELYN'S,Restaurant,Risk 1 (High),5522 S STATE ST ,IL,60621.0,Canvass,41.79364900764385,-87.62582095287279,Pass
CAFE 353,Restaurant,Risk 1 (High),353 N CLARK ST ,IL,60654.0,Canvass,41.88896195675864,-87.63090677238613,Pass w/ Conditions
DIANA'S PLAYPEN OF LITTLE GENIUS'S,Children's Services Facility,Risk 1 (High),6236 S WESTERN AVE ,IL,60636.0,License,41.77993369472401,-87.68380601273363,Pass
DUNKIN DONUTS/BASKIN ROBBINS,Restaurant,Risk 2 (Medium),11525 S HALSTED ST ,IL,60628.0,Complaint Re-Inspection,41.68424992938432,-87.64198089690962,Pass
FLOWERS NUTRITION LLC,Restaurant,Risk 2 (Medium),3332 W MONTROSE AVE ,IL,60618.0,License,41.96125126209583,-87.7120521820261,Fail
POKE POKE,Restaurant,Risk 1 (High),1100 W MADISON ST ,IL,60607.0,Canvass,41.88177941104997,-87.6543802690087,Pass
PANTANOS RESTAURANT CHICAGO LLC,Restaurant,Risk 1 (High),2519-2523 W 63RD ST ,IL,60629.0,License Re-Inspection,41.77910092929044,-87.68696899627882,Pass
SEE THRU CHINESE KITCHEN #21,Restaurant,Risk 1 (High),5249 W Madison ST ,IL,60644.0,Canvass,41.8802386325787,-87.75700196989435,Pass w/ Conditions
"EL RINCON DEL SABOR INC.,",Restaurant,Risk 1 (High),7026 W GRAND AVE ,IL,60707.0,Canvass Re-Inspection,41.923655741386966,-87.80190452135633,Pass
LITTLE CAESAR'S PIZZA,Restaurant,Risk 2 (Medium),4445 N PULASKI RD ,IL,60630.0,Complaint Re-Inspection,41.96223481162694,-87.72771371816452,Pass
ASHLAND WEST FALCON FUEL,GAS STATION,Risk 2 (Medium),7101 S ASHLAND AVE ,IL,60636.0,Complaint Re-Inspection,41.764867751648886,-87.66364715745131,Pass w/ Conditions
"TAQUERIA EL AGUILA REAL 2, INC.",Restaurant,Risk 1 (High),3500 W MONTROSE AVE ,IL,60618.0,License,41.961208104753815,-87.71565027290319,Pass w/ Conditions
KABABI PERSIAN GRILL LLC,Restaurant,Risk 1 (High),3220-3224 W LAWRENCE AVE ,IL,60625.0,Canvass,41.96855261492736,-87.70938107470327,Pass
HAROLDS CHICKEN 95TH STREET,Restaurant,Risk 2 (Medium),2237 W 95TH ST ,IL,60643.0,Complaint,41.72087803598555,-87.67871271555235,Pass
SEAFOOD CRIB,Restaurant,Risk 1 (High),25 S PULASKI RD ,IL,60624.0,License,41.8798798824679,-87.72549471360422,Pass
STARBUCKS L03,Restaurant,Risk 2 (Medium),11601 W TOUHY AVE ,IL,60666.0,Canvass,42.00875076599798,-87.9068741340011,Fail
BONIVINO'S INC,Restaurant,Risk 1 (High),109 - 111 W VAN BUREN ST ,IL,60605.0,Canvass,41.87677124480492,-87.63106138390339,Fail
JEWEL FOOD STORE #3441,Grocery Store,Risk 1 (High),2940 N ASHLAND AVE ,IL,60657.0,Canvass Re-Inspection,41.935472032731646,-87.66865454314257,Fail
E.T.A. CREATIVE ARTS FOUNDATION,THEATER,Risk 3 (Low),7558 S SOUTH CHICAGO AVE ,IL,60619.0,License Re-Inspection,41.756893037294304,-87.59328924117013,Fail
SABE A ZULIA,Restaurant,Risk 1 (High),2114 W DIVISION ST ,IL,60622.0,License,41.90324575893042,-87.68035526472148,Pass
LUBAVITCH GIRLS HIGH SCHOOL,School,Risk 1 (High),6350 N WHIPPLE ST ,IL,60659.0,Canvass,41.99714249160996,-87.70584207228676,Pass
GEORGE HOT DOGS,Restaurant,Risk 1 (High),2612 S KEDZIE AVE ,IL,60623.0,Canvass,41.84408464433586,-87.70517688607754,Pass w/ Conditions
QUEEN K'S KITCHEN,Restaurant,Risk 1 (High),7210 N CALIFORNIA AVE ,IL,60645.0,Canvass Re-Inspection,42.012428249747394,-87.69986135495243,Pass
SUBWAY,Restaurant,Risk 1 (High),1901 W 103RD ST ,IL,60643.0,Canvass,41.70647557367148,-87.66918698738836,Pass w/ Conditions
PASTA FRESH CO,Grocery Store,Risk 1 (High),3418 N HARLEM AVE ,IL,60634.0,Canvass,41.94220686798244,-87.80704466298685,Pass w/ Conditions
HAMMOND HOUSE,Long Term Care,Risk 1 (High),6701 S MORGAN ST ,IL,60621.0,Canvass Re-Inspection,41.77231554593892,-87.64930606703135,Fail
MERKLE'S BAR & GRILL,Restaurant,Risk 1 (High),3516 N CLARK ST ,IL,60657.0,Complaint,41.94599190258739,-87.65571319445824,Pass
CRUMBL ROSCOE SQUARE,Bakery,Risk 2 (Medium),3340 N WESTERN AVE ,IL,60618.0,License,41.94247511559516,-87.6883953852947,Pass w/ Conditions
TACO BURRITO KING,Restaurant,Risk 1 (High),811 W JACKSON BLVD ,IL,60607.0,Canvass,41.87783013580039,-87.64773606109019,Pass w/ Conditions
IMPERIAL RESTAURANT,Restaurant,Risk 1 (High),2100 S ARCHER AVE ,IL,60616.0,Complaint,41.85433395414341,-87.63204756042013,Fail
SOUTH LOOP MARKET,Grocery Store,Risk 1 (High),2953-2955 N SHEFFIELD AVE ,IL,60657.0,Canvass,41.93603914598557,-87.65382872321025,Pass
CHINA EXPRESS 168,Restaurant,Risk 1 (High),4248 S WENTWORTH AVE ,IL,60609.0,Canvass,41.816833769262814,-87.63134627336252,Fail
JIMMY JOHN'S,Restaurant,Risk 1 (High),812 W VAN BUREN ST ,IL,60607.0,Canvass,41.87677248678597,-87.64778828880829,Pass w/ Conditions
THE GARDNER SCHOOL,Children's Services Facility,Risk 1 (High),1301 W MADISON ST ,IL,60607.0,License,41.88146302536488,-87.65966034955883,Pass
LOS SAUCES GROCERY,Grocery Store,Risk 1 (High),5852 W DIVERSEY AVE ,IL,60639.0,License,41.93128820014796,-87.77324145325424,Pass
TGI FRIDAY'S,Restaurant,Risk 1 (High),153 E ERIE ST ,IL,60611.0,Canvass,41.89404235828321,-87.623385155458,Fail
GRANT PARK BISTRO/PETITE VANILLE,Restaurant,Risk 1 (High),800 S MICHIGAN AVE ,IL,60605.0,Canvass,41.87181181410728,-87.62431549922361,Fail
BUFFALO WINGS AND RINGS,Restaurant,Risk 1 (High),3434 S HALSTED ST ,IL,60608.0,Complaint,41.831724396177286,-87.6462763924342,Pass w/ Conditions
JERSEY MIKES,Restaurant,Risk 1 (High),1421 W TAYLOR ,IL,60607.0,License Re-Inspection,41.86921677973378,-87.66249389074505,Pass
JOHN MILTON GREGORY,School,Risk 1 (High),3715 W Polk    (800S) ,IL,60624.0,Canvass Re-Inspection,41.87071467549844,-87.71867322680937,Pass
IVY GARDEN EARLY LEARNING CENTER,Children's Services Facility,Risk 1 (High),3016 N ASHLAND AVE ,IL,60657.0,Canvass,41.93659501531509,-87.66869807574507,Pass
SUNSHINE FOODS,Restaurant,Risk 1 (High),2423 W 47TH ST ,IL,60632.0,Canvass,41.80831505065115,-87.68541555854969,Pass
ASADITO TAQUERIA/WOK N BAO,Restaurant,Risk 1 (High),540 W MADISON ST ,IL,60661.0,Canvass,41.881966448755705,-87.64127582547708,Fail
PHO HUNG,Restaurant,Risk 1 (High),2140A S ARCHER AVE ,IL,60616.0,Canvass,41.85364730282216,-87.633466914487,Pass
WING CHONG RESTAURANT,Restaurant,Risk 1 (High),4077 N ELSTON AVE ,IL,60618.0,Canvass,41.95528788588939,-87.7212583034741,Fail
1ST CHOP SUEY,Restaurant,Risk 1 (High),5845 S ARCHER AVE ,IL,60638.0,Canvass,41.795905405807005,-87.76041015503179,Fail
CHYROS,Restaurant,Risk 2 (Medium),345 N CENTRAL AVE ,IL,60644.0,License Re-Inspection,41.88708768190208,-87.7649572507278,Pass
BEEFY'S,Restaurant,Risk 1 (High),5749 S HARLEM AVE ,IL,60638.0,Canvass,41.78687014877279,-87.80116330469187,Pass
MOVING EVEREST CHARTER SCHOOL,School,Risk 1 (High),416 N LARAMIE ,IL,60644.0,Canvass,41.88825178615289,-87.75550107075298,Pass
1ST CHOP SUEY,Restaurant,Risk 1 (High),5845 S ARCHER AVE ,IL,60638.0,Canvass Re-Inspection,41.795905405807005,-87.76041015503179,Pass
ADVOCATE TRINITY HOSPITAL,Hospital,Risk 1 (High),2320 E 93RD ST ,IL,60617.0,Canvass Re-Inspection,41.7263292314429,-87.56727090823563,Pass
ETTA,Restaurant,Risk 1 (High),1840-1842 W NORTH AVE ,IL,60622.0,Complaint,41.9106455744334,-87.67420058686103,Pass w/ Conditions
MARIA'S MEXICAN RESTAURANT,Restaurant,Risk 1 (High),1905 N HARLEM AVE ,IL,60707.0,Canvass,41.91456849501297,-87.80580867011524,Pass
